5.000000000000000000e+00,9.452834949390984121e-02,1.162435322028757406e-01,5.112230121091822233e-02,1.379343977769014740e-01,5.353422986353517654e-01
1.000000000000000000e+01,2.160502008802664062e-02,3.806638489631188060e-02,7.390798363547935318e-03,3.581924181250534245e-02,2.147537983766403258e-01
2.000000000000000000e+01,4.906136271906308410e-03,5.545193426429879599e-03,2.835527016966715805e-03,6.976745526845901449e-03,2.601923418636238258e-02
4.000000000000000000e+01,9.824342000370053177e-04,6.017631613998988219e-04,7.577321426953281033e-04,1.207136257378682532e-03,2.732598322825931497e-03
8.000000000000000000e+01,2.794359689342640644e-04,2.143663732074131212e-04,1.993902496640388732e-04,3.594816882044892556e-04,1.233086404307241974e-03
1.600000000000000000e+02,5.263496622220109633e-05,5.234420866420548795e-05,3.308931748324026018e-05,7.218061496116193925e-05,3.142460120258212157e-04
3.200000000000000000e+02,1.062282756382519150e-04,5.175911733959517565e-04,-8.704344483962229105e-05,2.994999961161261075e-04,2.893404539374332552e-03
6.400000000000000000e+02,8.733481696829162240e-06,1.855665263995278201e-05,1.804313723382396988e-06,1.566264967027592665e-05,1.004214579252975546e-04
2.480000000000000000e+03,2.146464778034102856e-06,4.434656395162275822e-06,4.905368656669554438e-07,3.802392690401250268e-06,2.063901019284298223e-05
2.560000000000000000e+03,2.085874505093642840e-06,7.582796483695496747e-06,-7.455882357059976184e-07,4.917337245893283299e-06,4.239581374043958402e-05
5.240000000000000000e+03,2.487689250340787179e-07,3.533208012847331797e-07,1.168367695900701619e-07,3.807010804780872739e-07,1.399562634099207562e-06
1.024000000000000000e+04,1.914519040964997722e-07,7.025643137446143696e-07,-7.088992212298235784e-08,4.537937303159819023e-07,3.947994025915562962e-06
2.048000000000000000e+04,1.481079269774109995e-07,4.220704990521933534e-07,-9.495787513231810593e-09,3.057116414680538096e-07,1.998751259752256461e-06
