5.000000000000000000e+00,4.354526666217264363e-01,6.342645466161623835e-01,1.986143925871574345e-01,6.722909406562954659e-01,2.570074748505290163e+00
1.000000000000000000e+01,9.481576375687233993e-02,1.280081872430620382e-01,4.701672108503304748e-02,1.426148064287116324e-01,5.001219235116697304e-01
2.000000000000000000e+01,1.445939333533020552e-02,1.286047211619838031e-02,9.657214125535301674e-03,1.926157254512510936e-02,4.796616932029659081e-02
4.000000000000000000e+01,7.578485302086692722e-03,1.401853899673509950e-02,2.343876812323068999e-03,1.281309379185031558e-02,6.040032491884245874e-02
8.000000000000000000e+01,2.225778142433980714e-03,3.846488569438527485e-03,7.894757056357494703e-04,3.662080579232211957e-03,1.303561761674100310e-02
1.600000000000000000e+02,9.190090075436226644e-04,2.587513995841227675e-03,-4.718459745096459726e-05,1.885202612538209926e-03,1.444098641686083519e-02
3.200000000000000000e+02,3.270604915784961191e-04,7.770580435410881200e-04,3.690224950301092353e-05,6.172187336539813147e-04,3.877150283263736032e-03
6.400000000000000000e+02,1.398418011332360085e-04,2.470793566276866210e-04,4.758085310221469991e-05,2.321027491642573036e-04,1.095023080365242546e-03
2.480000000000000000e+03,2.490849145651567023e-05,7.774067134122566417e-05,-4.120352297992544354e-06,5.393733521102388482e-05,3.840546338460912746e-04
2.560000000000000000e+03,1.054915704206031506e-05,1.840781802350021363e-05,3.675564827758976678e-06,1.742274925636165260e-05,8.754784416235469045e-05
5.240000000000000000e+03,4.744751647351757025e-06,1.091368283863551612e-05,6.695155007736951512e-07,8.819987793929818899e-06,4.410480972064538199e-05
1.024000000000000000e+04,2.940409415545425901e-06,7.702717597565052451e-06,6.416739490002655244e-08,5.816651436190824827e-06,4.176969819020357469e-05
2.048000000000000000e+04,3.204749825235410997e-06,1.323393864538983330e-05,-1.736884078433329240e-06,8.146383728904150811e-06,7.403383764590836587e-05
