5.000000000000000000e+00,2.673847167672148764e-02,4.191416090566945502e-02,1.108746677747807219e-02,4.238947657596490309e-02,1.678186096474111322e-01
1.000000000000000000e+01,1.644043990077765152e-02,6.401561247610043637e-02,-7.463382646126639347e-03,4.034426244768193892e-02,3.584470552799428056e-01
2.000000000000000000e+01,1.088838358368793367e-03,1.666976623934060368e-03,4.663790571595157830e-04,1.711297659578071059e-03,8.723122227905326376e-03
4.000000000000000000e+01,4.463011748217247726e-04,7.073168185740887634e-04,1.821847341339443934e-04,7.104176155095052059e-04,3.999673336662163022e-03
8.000000000000000000e+01,5.412397086605112402e-04,1.129094497844476555e-03,1.196288941855783790e-04,9.628505231354441557e-04,6.443427419610137270e-03
1.600000000000000000e+02,2.911473087302152304e-04,4.845271313054512171e-04,1.102219044749620498e-04,4.720727129854684380e-04,2.377865713641294336e-03
3.200000000000000000e+02,4.180488015490818480e-04,6.046994297613243925e-04,1.922503235820796803e-04,6.438472795160840156e-04,2.568288806729359264e-03
6.400000000000000000e+02,3.662107231047585310e-04,5.485418769314621707e-04,1.613818199897441201e-04,5.710396262197729418e-04,2.468272462523436305e-03
2.480000000000000000e+03,1.680907291823112914e-04,4.083168771944795279e-04,1.562270149598913921e-05,3.205587568686334436e-04,2.046975992237372918e-03
2.560000000000000000e+03,8.529058563965674243e-05,1.583660827681712853e-04,2.615571847968039610e-05,1.444254527996330752e-04,8.492005739208925144e-04
5.240000000000000000e+03,1.315608338369769444e-04,4.583420111522493547e-04,-3.958688586132248560e-05,3.027085535352763744e-04,2.568798490567366418e-03
1.024000000000000000e+04,1.404177967072554229e-05,2.470353592483568204e-05,4.817327756767713305e-06,2.326623158468337296e-05,1.101403719335216323e-04
2.048000000000000000e+04,8.216991303441943421e-06,2.248891773584291257e-05,-1.805085881698763019e-07,1.661449119505376145e-05,1.114346898572696475e-04
