5.000000000000000000e+00,5.633092161002397485e-02,1.288236348039408993e-02,5.152056803049638589e-02,6.114127518955156382e-02,9.689594993750855201e-02
1.000000000000000000e+01,1.355494389353699945e-02,1.348088980001844843e-02,8.521096913250435917e-03,1.858879087382356299e-02,7.903818336334063333e-02
2.000000000000000000e+01,2.576658256593545356e-03,1.512799621659772272e-03,2.011769594180454462e-03,3.141546919006636251e-03,9.137896233233884849e-03
4.000000000000000000e+01,6.555359362090392794e-04,3.947882874964823790e-04,5.081195669376316251e-04,8.029523054804469338e-04,2.302353926637932657e-03
8.000000000000000000e+01,1.639675018057703008e-04,4.787639296057207532e-05,1.460901628684503943e-04,1.818448407430902074e-04,3.717123303634842983e-04
1.600000000000000000e+02,4.285082283397241744e-05,1.033550890506794643e-05,3.899148038230205906e-05,4.671016528564277581e-05,8.323003765757886559e-05
3.200000000000000000e+02,9.890785957029556380e-06,8.437390266923017039e-07,9.575728626640344986e-06,1.020584328741876777e-05,1.220504542616714868e-05
6.400000000000000000e+02,2.866264771537625139e-06,2.146352224572190046e-06,2.064803679237969689e-06,3.667725863837280589e-06,1.422116730895032427e-05
2.480000000000000000e+03,2.098109990481421448e-07,1.054350946288739217e-07,1.704408876840496446e-07,2.491811104122346449e-07,5.847903493460339556e-07
2.560000000000000000e+03,2.156282422564171569e-07,3.151229509041214718e-07,9.795939855549673864e-08,3.332970859573375619e-07,1.910109500015972800e-06
5.240000000000000000e+03,9.258909530778543225e-08,2.173007485714782341e-07,1.144766226906652970e-08,1.737305283465043348e-07,1.219987610975378470e-06
1.024000000000000000e+04,1.908741612807026101e-08,2.435918477541625105e-08,9.991547046505353597e-09,2.818328520963516842e-08,1.111197989344774658e-07
2.048000000000000000e+04,6.098800960023527299e-09,8.562029154547949221e-09,2.901686730613556513e-09,9.295915189433497672e-09,3.765033828527115910e-08
